V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
Yeni tikili,16 / 18,55 m²,1,yoxdur,62 000AZN,vasitəçi (agent),216,11 Avqust 2019,"Xətai r.
"," Həzi Aslanov q.
",,,,,,,,
Yeni tikili,8 / 16,174 m²,3,yoxdur,278 000AZN,vasitəçi (agent),665,10 Avqust 2019,"İncəsənət və Mədəniyyət Un. 
"," Elmlər Akademiyası m.
"," Yasamal r.
"," Yasamal q.
",,,,,,
Yeni tikili,5 / 12,122 m²,3,var,265 000AZN,vasitəçi (agent),175,10 Avqust 2019,"Axundov bağı 
"," Dövlət İdarəçilik Akademiyası 
"," Nərimanov heykəli 
"," Prezident parkı 
"," Sovetski 
"," İqsadiyyat Universiteti 
"," Qubernator parkı 
"," İçəri Şəhər m.
"," Şəlalə parkı 
"," Səbail r.
"
Yeni tikili,5 / 15,61 m²,1,yoxdur,84 000AZN,vasitəçi (agent),168,10 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Köhnə tikili,3 / 9,100 m²,4,var,135 000AZN,vasitəçi (agent),222,10 Avqust 2019,"Ayna Sultanova heykəli 
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,
Yeni tikili,10 / 17,162 m²,3,var,325 000AZN,vasitəçi (agent),400,Bugün 12,"Sovetski 
"," Hüseyn Cavid parkı 
"," Texniki Universiteti 
"," Nərimanov heykəli 
"," Elmlər Akademiyası m.
"," Yasamal r.
"," Yasamal q.
",,,
Yeni tikili,8 / 16,80 m²,2,yoxdur,130 000AZN,vasitəçi (agent),120,Dünən 09,"Bakı Dövlət Universiteti 
"," Yasamal r.
",,,,,,,,
Yeni tikili,12 / 16,120 m²,3,yoxdur,220 000AZN,vasitəçi (agent),1132,Dünən 18,"Respublika stadionu 
"," Gənclik m.
"," Azərbaycan turizm institutu 
"," Nərimanov r.
",,,,,,
Köhnə tikili,4 / 9,105 m²,4,var,154 000AZN,vasitəçi (agent),174,11 Avqust 2019,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,
Yeni tikili,18 / 19,80 m²,2,yoxdur,70 000AZN,vasitəçi (agent),718,Dünən 13,"Xətai r.
"," Həzi Aslanov q.
",,,,,,,,
Yeni tikili,15 / 18,90 m²,3,var,143 000AZN,vasitəçi (agent),157,10 Avqust 2019,"Zərifə Əliyeva adına park 
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,
Köhnə tikili,9 / 9,60 m²,3,var,78 000AZN,vasitəçi (agent),247,11 Avqust 2019,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,
Yeni tikili,4 / 16,138.8 m²,3,yoxdur,138 800AZN,vasitəçi (agent),123,10 Avqust 2019,"Səbail r.
",,,,,,,,,
Köhnə tikili,3 / 6,150 m²,4,var,250 000AZN,vasitəçi (agent),145,10 Avqust 2019,"Rusiya səfirliyi 
"," Zabitlər parkı 
"," Park Zorge 
"," Sevil Qazıyeva parkı 
"," Sirk 
"," Nəsimi r.
",,,,
Köhnə tikili,2 / 5,90 m²,3,var,210 000AZN,vasitəçi (agent),2521,Bugün 12,"Sahil m.
"," Malokan bağı 
"," Sahil bağı 
"," Xalça Muzeyi 
"," Nizami kinoteatrı 
"," Pedaqoji Universiteti 
"," Nəsimi r.
",,,
Yeni tikili,5 / 7,95 m²,3,yoxdur,99 000AZN,mülkiyyətçi,1273,11 Avqust 2019,"Xırdalan
",,,,,,,,,
Yeni tikili,15 / 19,112 m²,2,var,190 000AZN,vasitəçi (agent),122,11 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,2 / 7,142 m²,3,yoxdur,240 000AZN,vasitəçi (agent),245,11 Avqust 2019,"Ağ şəhər 
"," Xətai r.
",,,,,,,,
Yeni tikili,2 / 11,110 m²,3,yoxdur,95 000AZN,vasitəçi (agent),191,11 Avqust 2019,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,
Yeni tikili,19 / 19,50 m²,1,yoxdur,49 000AZN,vasitəçi (agent),434,10 Avqust 2019,"Bakı Asiya Universiteti 
"," Nəsimi r.
"," 3-cü mikrorayon q.
",,,,,,,
Yeni tikili,12 / 12,86 m²,2,var,43 000AZN,vasitəçi (agent),258,10 Avqust 2019,"Xırdalan
",,,,,,,,,
Yeni tikili,11 / 17,125 m²,3,var,215 000AZN,vasitəçi (agent),169,10 Avqust 2019,"Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," Dostluq kinoteatrı 
"," 28 May m.
"," Nəsimi r.
",,,,,
Yeni tikili,8 / 12,128 m²,3,var,72 000AZN,vasitəçi (agent),146,10 Avqust 2019,"Xırdalan
",,,,,,,,,
Yeni tikili,10 / 13,50 m²,1,yoxdur,73 000AZN,vasitəçi (agent),1270,Bugün 12,"Nəsimi r.
",,,,,,,,,
Yeni tikili,10 / 11,61 m²,2,yoxdur,35 000AZN,mülkiyyətçi,2892,20 İyul 2019,"Xırdalan
",,,,,,,,,
Köhnə tikili,1 / 5,80 m²,3,var,270 000AZN,vasitəçi (agent),617,11 Avqust 2019,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,,,,,
Yeni tikili,3 / 16,140 m²,4,var,270 000AZN,vasitəçi (agent),155,11 Avqust 2019,"Ağ şəhər 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
Yeni tikili,5 / 16,167 m²,3,var,265 000AZN,vasitəçi (agent),101,11 Avqust 2019,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,8 / 18,155 m²,3,yoxdur,186 000AZN,mülkiyyətçi,721,10 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Köhnə tikili,5 / 5,32 m²,1,var,48 000AZN,vasitəçi (agent),623,Bugün 14,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,
Yeni tikili,18 / 19,154 m²,4,yoxdur,310 000AZN,mülkiyyətçi,161,10 Avqust 2019,"Nərimanov r.
",,,,,,,,,
Yeni tikili,9 / 13,88 m²,2,var,120 000AZN,vasitəçi (agent),165,10 Avqust 2019,"Qara Qarayev m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,,,,
Yeni tikili,3 / 18,215 m²,4,var,470 000AZN,vasitəçi (agent),1524,Bugün 12,"Zoopark 
"," Şərq bazarı 
"," Nərimanov r.
",,,,,,,
Köhnə tikili,2 / 5,170 m²,5,var,100 000AZN,mülkiyyətçi,1024,21 İyul 2019,"Sumqayıt
",,,,,,,,,
Köhnə tikili,3 / 5,72 m²,3,var,62 000AZN,mülkiyyətçi,261,09 Avqust 2019,"Suraxanı r.
"," Hövsan q.
",,,,,,,,
Yeni tikili,18 / 19,412 m²,5,yoxdur,220 000AZN,vasitəçi (agent),573,Dünən 15,"Şərq bazarı 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,10 / 17,90 m²,3,yoxdur,156 000AZN,vasitəçi (agent),342,11 Avqust 2019,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,3 / 17,136 m²,3,yoxdur,136 000AZN,vasitəçi (agent),572,10 Avqust 2019,"Zərifə Əliyeva adına park 
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,
Yeni tikili,4 / 17,90 m²,2,var,110 000AZN,vasitəçi (agent),177,10 Avqust 2019,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,
Yeni tikili,16 / 17,60 m²,2,var,78 000AZN,vasitəçi (agent),182,10 Avqust 2019,"Neapol dairəsi 
"," Xətai r.
"," Əhmədli q.
",,,,,,,
Köhnə tikili,3 / 9,65 m²,2,var,95 000AZN,vasitəçi (agent),171,10 Avqust 2019,"Nəsimi m.
"," Azadlıq Prospekti m.
"," Binəqədi r.
"," 6-cı mikrorayon q.
",,,,,,
Yeni tikili,8 / 17,158 m²,3,yoxdur,205 000AZN,vasitəçi (agent),1372,Bugün 12,"Nəsimi bazarı 
"," Koala parkı 
"," Nəsimi r.
",,,,,,,
Yeni tikili,4 / 10,105 m²,3,var,105 000AZN,mülkiyyətçi,744,02 Avqust 2019,"Xırdalan
",,,,,,,,,
Yeni tikili,16 / 16,68.2 m²,2,var,60 000AZN,mülkiyyətçi,4156,29 İyul 2019,"20 Yanvar m.
"," Yasamal r.
",,,,,,,,
Yeni tikili,7 / 10,102 m²,3,var,100 000AZN,vasitəçi (agent),138,11 Avqust 2019,"Sumqayıt
",,,,,,,,,
Köhnə tikili,2 / 9,90 m²,4,var,88 000AZN,vasitəçi (agent),147,Bugün 13,"Suraxanı r.
"," Qaraçuxur q.
",,,,,,,,
Köhnə tikili,4 / 5,40 m²,2,var,56 000AZN,vasitəçi (agent),388,10 Avqust 2019,"Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,,
Köhnə tikili,4 / 9,80 m²,3,var,108 000AZN,vasitəçi (agent),149,10 Avqust 2019,"Xətai r.
"," Əhmədli q.
",,,,,,,,
Yeni tikili,5 / 20,85 m²,2,var,157 000AZN,vasitəçi (agent),128,10 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,10 / 18,140 m²,3,var,245 000AZN,vasitəçi (agent),1063,10 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,8 / 16,68 m²,2,var,110 000AZN,vasitəçi (agent),292,Dünən 12,"20 Yanvar m.
",,,,,,,,,
Yeni tikili,8 / 12,125 m²,3,yoxdur,233 000AZN,mülkiyyətçi,3482,Bugün 10,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Köhnə tikili,4 / 5,65 m²,3,var,145 000AZN,mülkiyyətçi,1261,30 İyul 2019,"Gənclik m.
"," Respublika stadionu 
"," Nərimanov r.
",,,,,,,
Yeni tikili,9 / 18,136.5 m²,3,yoxdur,102 000AZN,mülkiyyətçi,138,11 Avqust 2019,"Bakı Dövlət Universiteti 
"," Yasamal r.
"," Yeni Yasamal q.
",,,,,,,
Yeni tikili,16 / 16,140 m²,3,yoxdur,168 000AZN,vasitəçi (agent),145,11 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,15 / 20,102 m²,3,yoxdur,145 500AZN,mülkiyyətçi,171,10 Avqust 2019,"Bakı Asiya Universiteti 
",,,,,,,,,
Yeni tikili,14 / 18,180 m²,4,var,249 000AZN,vasitəçi (agent),196,10 Avqust 2019,"Tibb Universiteti 
"," Nəsimi r.
",,,,,,,,
Yeni tikili,17 / 19,90 m²,3,var,198 000AZN,vasitəçi (agent),160,10 Avqust 2019,"İncəsənət və Mədəniyyət Un. 
"," Elmlər Akademiyası m.
"," Yasamal r.
"," Yasamal q.
",,,,,,
Köhnə tikili,2 / 5,160 m²,4,var,365 000AZN,vasitəçi (agent),303,10 Avqust 2019,"Texniki Universiteti 
"," Hüseyn Cavid parkı 
"," Elmlər Akademiyası m.
"," Yasamal r.
",,,,,,
Köhnə tikili,3 / 6,35 m²,1,var,82 500AZN,vasitəçi (agent),140,Dünən 12,"M.Hüseynzadə parkı 
"," İzmir parkı 
"," Sevil Qazıyeva parkı 
"," Nəsimi r.
",,,,,,
Yeni tikili,9 / 18,185 m²,4,var,420 000AZN,vasitəçi (agent),591,Bugün 08,"28 May m.
"," Neft Akademiyası 
"," Bakı Musiqi Akademiyası 
"," Səməd Vurğun parkı 
"," Nəsimi r.
",,,,,
Yeni tikili,11 / 14,135 m²,3,yoxdur,159 000AZN,vasitəçi (agent),538,08 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,,
Yeni tikili,15 / 17,106 m²,3,var,130 000AZN,vasitəçi (agent),140,11 Avqust 2019,"Həzi Aslanov m.
"," Ukrayna dairəsi 
"," Xətai r.
",,,,,,,
Yeni tikili,2 / 18,122 m²,3,var,174 999AZN,vasitəçi (agent),137,11 Avqust 2019,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,,
Yeni tikili,16 / 17,98 m²,2,yoxdur,98 000AZN,vasitəçi (agent),3309,10 Avqust 2019,"Zərifə Əliyeva adına park 
"," 6-cı mikrorayon q.
",,,,,,,,
Yeni tikili,4 / 16,147 m²,3,var,270 000AZN,vasitəçi (agent),233,10 Avqust 2019,"Space TV 
"," Nərimanov heykəli 
"," Texniki Universiteti 
"," Sovetski 
"," Yasamal r.
",,,,,
Yeni tikili,16 / 18,200 m²,4,var,540 000AZN,vasitəçi (agent),123,10 Avqust 2019,"Park Zorge 
"," Rusiya səfirliyi 
"," Nəsimi bazarı 
"," Koala parkı 
"," Nəsimi r.
",,,,,
Yeni tikili,7 / 11,216 m²,4,yoxdur,367 000AZN,vasitəçi (agent),126,10 Avqust 2019,"TQDK 
"," Gənclik m.
"," Nərimanov r.
",,,,,,,
Yeni tikili,9 / 17,140 m²,3,yoxdur,275 000AZN,vasitəçi (agent),457,Dünən 12,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,10 / 16,160 m²,4,yoxdur,285 000AZN,vasitəçi (agent),3759,Bugün 08,"Elmlər Akademiyası m.
"," Hüseyn Cavid parkı 
"," Yasamal r.
",,,,,,,
Köhnə tikili,1 / 9,80 m²,3,var,128 000AZN,vasitəçi (agent),316,11 Avqust 2019,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,,,
Yeni tikili,2 / 15,130 m²,4,yoxdur,158 000AZN,vasitəçi (agent),139,11 Avqust 2019,"Həzi Aslanov m.
"," Xətai r.
"," Əhmədli q.
",,,,,,,
Yeni tikili,13 / 13,86 m²,3,yoxdur,42 000AZN,vasitəçi (agent),165,11 Avqust 2019,"Xırdalan
",,,,,,,,,
Yeni tikili,5 / 10,65 m²,2,var,125 000AZN,vasitəçi (agent),223,10 Avqust 2019,"Dövlət Statistika Komitəsi 
"," İncəsənət və Mədəniyyət Un. 
"," Nizami m.
"," Yasamal r.
",,,,,,
Köhnə tikili,5 / 9,60 m²,2,var,55 000AZN,vasitəçi (agent),558,10 Avqust 2019,"Nərimanov r.
",,,,,,,,,
Yeni tikili,5 / 15,103 m²,3,yoxdur,200 000AZN,vasitəçi (agent),381,Dünən 18,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,,,,,
Köhnə tikili,7 / 7,110 m²,5,var,125 000AZN,vasitəçi (agent),113,10 Avqust 2019,"Suraxanı r.
",,,,,,,,,
Köhnə tikili,1 / 3,35 m²,1,var,78 500AZN,vasitəçi (agent),154,Dünən 12,"Sahil bağı 
"," Malokan bağı 
"," Sahil m.
"," Pedaqoji Universiteti 
"," Nizami kinoteatrı 
"," Xalça Muzeyi 
"," Milli Konservatoriya 
"," Səbail r.
",,
Yeni tikili,9 / 10,90 m²,3,yoxdur,52 500AZN,vasitəçi (agent),3548,Dünən 08,"Abşeron r.
"," Masazır q.
",,,,,,,,
Köhnə tikili,5 / 9,60 m²,2,var,93 000AZN,vasitəçi (agent),203,Dünən 18,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,
Yeni tikili,9 / 17,180 m²,3,var,400 000AZN,vasitəçi (agent),462,11 Avqust 2019,"Gənclik m.
"," Respublika stadionu 
"," Nərimanov r.
",,,,,,,
Yeni tikili,8 / 8,135 m²,3,yoxdur,238 000AZN,vasitəçi (agent),125,11 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,
Yeni tikili,17 / 17,110 m²,3,yoxdur,124 000AZN,vasitəçi (agent),199,10 Avqust 2019,"Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,,
Yeni tikili,13 / 19,125 m²,3,var,260 000AZN,vasitəçi (agent),90,10 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,18 / 23,120 m²,3,var,230 000AZN,vasitəçi (agent),119,10 Avqust 2019,"Neft Akademiyası 
"," 28 May m.
"," Bakı Musiqi Akademiyası 
"," Milli Konservatoriya 
"," Səməd Vurğun parkı 
"," Nəsimi r.
",,,,
Yeni tikili,2 / 5,45 m²,2,var,45 000AZN,mülkiyyətçi,4219,Dünən 20,"Xırdalan
",,,,,,,,,
Köhnə tikili,4 / 5,35 m²,1,var,36 000AZN,vasitəçi (agent),146,Dünən 12,"Sumqayıt
",,,,,,,,,
Yeni tikili,1 / 6,55 m²,2,yoxdur,40 000AZN,mülkiyyətçi,1998,Bugün 07,"Abşeron r.
"," Masazır q.
",,,,,,,,
Yeni tikili,2 / 6,75.2 m²,3,var,48 880AZN,vasitəçi (agent),192,11 Avqust 2019,"Abşeron r.
"," Masazır q.
",,,,,,,,
Yeni tikili,19 / 19,354 m²,5,yoxdur,630 000AZN,vasitəçi (agent),347,11 Avqust 2019,"Zoopark 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,16 / 18,160 m²,4,yoxdur,250 000AZN,vasitəçi (agent),113,11 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,
Yeni tikili,14 / 17,120 m²,3,var,245 000AZN,vasitəçi (agent),154,10 Avqust 2019,"Nəsimi bazarı 
"," Park Zorge 
"," Tibb Universiteti 
"," Nəsimi r.
",,,,,,
Yeni tikili,4 / 18,142 m²,3,yoxdur,156 200AZN,vasitəçi (agent),133,10 Avqust 2019,"İnşaatçılar m.
"," Yasamal r.
",,,,,,,,
Yeni tikili,14 / 16,184 m²,4,var,265 000AZN,vasitəçi (agent),239,10 Avqust 2019,"Tibb Universiteti 
"," Park Zorge 
"," Nəsimi r.
",,,,,,,
Köhnə tikili,5 / 7,60 m²,2,var,112 000AZN,vasitəçi (agent),217,10 Avqust 2019,"Koala parkı 
"," Dostluq kinoteatrı 
"," Nəsimi bazarı 
"," Zoopark 
"," Nəsimi r.
",,,,,
Yeni tikili,15 / 18,112 m²,3,yoxdur,188 000AZN,vasitəçi (agent),751,Dünən 12,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,10 / 22,174 m²,3,var,259 000AZN,mülkiyyətçi,2222,Bugün 07,"Dövlət Statistika Komitəsi 
"," İzmir parkı 
"," M.Hüseynzadə parkı 
"," Nizami m.
"," Yasamal r.
",,,,,
Yeni tikili,12 / 18,140 m²,3,var,176 000AZN,vasitəçi (agent),196,11 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,,
Yeni tikili,5 / 17,71 m²,2,yoxdur,72 000AZN,vasitəçi (agent),305,11 Avqust 2019,"Həzi Aslanov m.
"," Xətai r.
"," Həzi Aslanov q.
",,,,,,,
Köhnə tikili,2 / 5,60 m²,2,var,108 000AZN,vasitəçi (agent),173,11 Avqust 2019,"Cavanşir körpüsü 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
Yeni tikili,4 / 18,93 m²,2,var,140 000AZN,vasitəçi (agent),184,10 Avqust 2019,"Bakı Asiya Universiteti 
"," Nəsimi r.
",,,,,,,,
Yeni tikili,4 / 10,60 m²,2,var,124 000AZN,mülkiyyətçi,510,06 Avqust 2019,"İnşaatçılar m.
"," Yasamal r.
"," Yasamal q.
",,,,,,,
Yeni tikili,5 / 12,158 m²,3,var,230 000AZN,vasitəçi (agent),583,10 Avqust 2019,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,,,,,
Köhnə tikili,3 / 5,35 m²,1,var,67 500AZN,vasitəçi (agent),336,10 Avqust 2019,"Yasamal r.
",,,,,,,,,
Köhnə tikili,8 / 9,70 m²,3,var,145 000AZN,vasitəçi (agent),146,Dünən 12,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,,,
Yeni tikili,14 / 22,215 m²,4,var,322 000AZN,mülkiyyətçi,2233,Bugün 07,"Dövlət Statistika Komitəsi 
"," İncəsənət və Mədəniyyət Un. 
"," İzmir parkı 
"," Nizami m.
"," Yasamal r.
",,,,,
Yeni tikili,7 / 19,72 m²,1,yoxdur,57 000AZN,vasitəçi (agent),231,11 Avqust 2019,"Xətai r.
"," Əhmədli q.
",,,,,,,,
Köhnə tikili,2 / 5,70 m²,3,var,175 000AZN,vasitəçi (agent),613,11 Avqust 2019,"Bakı Musiqi Akademiyası 
"," Milli Konservatoriya 
"," Neft Akademiyası 
"," Qış parkı 
"," 28 May m.
"," Nizami kinoteatrı 
"," Nəsimi r.
",,,
Köhnə tikili,2 / 9,95 m²,3,var,88 000AZN,mülkiyyətçi,251,11 Avqust 2019,"Neapol dairəsi 
"," Xətai r.
",,,,,,,,
Yeni tikili,12 / 16,136 m²,3,yoxdur,149 000AZN,vasitəçi (agent),174,10 Avqust 2019,"Zərifə Əliyeva adına park 
"," Binəqədi r.
"," 6-cı mikrorayon q.
",,,,,,,
Yeni tikili,14 / 19,135 m²,3,yoxdur,195 000AZN,vasitəçi (agent),143,10 Avqust 2019,"Nərimanov r.
",,,,,,,,,
Yeni tikili,9 / 21,135.6 m²,3,yoxdur,169 500AZN,mülkiyyətçi,1504,03 Avqust 2019,"Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,,
Köhnə tikili,3 / 5,62 m²,3,var,74 000AZN,vasitəçi (agent),358,10 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,,
Köhnə tikili,1 / 5,65 m²,3,var,83 000AZN,vasitəçi (agent),163,Dünən 12,"Xətai r.
"," Həzi Aslanov q.
",,,,,,,,
Köhnə tikili,5 / 5,48 m²,2,yoxdur,55 000AZN,mülkiyyətçi,128,Dünən 02,"Sumqayıt
",,,,,,,,,
Yeni tikili,5 / 12,125 m²,3,yoxdur,243 000AZN,mülkiyyətçi,4593,11 Avqust 2019,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,4 / 10,87.7 m²,3,yoxdur,87 000AZN,mülkiyyətçi,370,07 Avqust 2019,"Suraxanı r.
"," Massiv D q.
",,,,,,,,
Yeni tikili,8 / 18,110 m²,3,yoxdur,160 000AZN,vasitəçi (agent),134,11 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,
Köhnə tikili,9 / 9,51.7 m²,2,var,85 000AZN,mülkiyyətçi,2730,24 İyul 2019,"Nərimanov r.
",,,,,,,,,
Yeni tikili,10 / 17,87 m²,3,var,156 000AZN,vasitəçi (agent),141,10 Avqust 2019,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,,,
Köhnə tikili,3 / 5,120 m²,5,var,177 000AZN,vasitəçi (agent),140,10 Avqust 2019,"Ayna Sultanova heykəli 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,11 / 20,52 m²,2,var,85 000AZN,vasitəçi (agent),190,10 Avqust 2019,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,
Yeni tikili,6 / 18,150 m²,3,var,365 000AZN,vasitəçi (agent),693,Dünən 12,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Köhnə tikili,1 / 5,42 m²,2,yoxdur,71 000AZN,mülkiyyətçi,180,Dünən 02,"Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,,
Yeni tikili,15 / 18,68 m²,2,yoxdur,127 000AZN,vasitəçi (agent),162,11 Avqust 2019,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,,,
Yeni tikili,18 / 18,95 m²,3,var,157 000AZN,mülkiyyətçi,402,07 Avqust 2019,"Memar Əcəmi m.
"," Nəsimi r.
"," 2-ci mikrorayon q.
",,,,,,,
Yeni tikili,9 / 12,88 m²,2,var,150 000AZN,vasitəçi (agent),142,11 Avqust 2019,"Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,,
Yeni tikili,15 / 16,96 m²,3,var,123 000AZN,mülkiyyətçi,869,06 Avqust 2019,"Dövlət Statistika Komitəsi 
"," İncəsənət və Mədəniyyət Un. 
"," Nizami m.
"," Yasamal r.
"," Yasamal q.
",,,,,
Köhnə tikili,9 / 9,100 m²,3,var,92 000AZN,vasitəçi (agent),175,10 Avqust 2019,"Nəsimi m.
"," Binəqədi r.
",,,,,,,,
Yeni tikili,10 / 16,55 m²,2,var,47 000AZN,vasitəçi (agent),152,10 Avqust 2019,"Sumqayıt
",,,,,,,,,
Yeni tikili,11 / 19,78 m²,3,yoxdur,96 000AZN,vasitəçi (agent),205,10 Avqust 2019,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,
Yeni tikili,16 / 20,143 m²,3,var,350 000AZN,vasitəçi (agent),979,Dünən 12,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,,
Yeni tikili,12 / 18,90 m²,2,yoxdur,30 000AZN,vasitəçi (agent),2213,Dünən 01,"İnşaatçılar m.
"," Yasamal r.
",,,,,,,,
Yeni tikili,8 / 16,158 m²,3,var,298 000AZN,mülkiyyətçi,3154,Bugün 10,"Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," Dostluq kinoteatrı 
"," Nəsimi r.
",,,,,,
Yeni tikili,2 / 7,131 m²,3,var,220 000AZN,mülkiyyətçi,820,29 İyul 2019,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,,,,,
Yeni tikili,7 / 17,117 m²,3,yoxdur,135 000AZN,mülkiyyətçi,234,11 Avqust 2019,"Ayna Sultanova heykəli 
"," Nərimanov r.
",,,,,,,,
Yeni tikili,4 / 14,140 m²,3,var,225 000AZN,vasitəçi (agent),175,10 Avqust 2019,"Zoopark 
"," Dostluq kinoteatrı 
"," Nəsimi r.
",,,,,,,
Yeni tikili,16 / 19,100 m²,3,var,240 000AZN,vasitəçi (agent),113,10 Avqust 2019,"Cavanşir körpüsü 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
Yeni tikili,3 / 19,141 m²,3,var,280 000AZN,vasitəçi (agent),115,10 Avqust 2019,"Koala parkı 
"," Dostluq kinoteatrı 
"," Nəsimi bazarı 
"," Park Zorge 
"," Nəsimi r.
",,,,,
Köhnə tikili,2 / 5,40 m²,2,var,65 000AZN,vasitəçi (agent),557,10 Avqust 2019,"Yasamal bazarı 
"," Yasamal r.
",,,,,,,,
Köhnə tikili,2 / 5,48 m²,2,var,76 000AZN,vasitəçi (agent),179,Dünən 14,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,,
Yeni tikili,12 / 18,150 m²,3,var,296 000AZN,vasitəçi (agent),304,Dünən 01,"Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,,,
Köhnə tikili,2 / 5,50 m²,2,var,68 000AZN,vasitəçi (agent),606,11 Avqust 2019,"Yasamal bazarı 
"," Elmlər Akademiyası m.
"," Yasamal r.
",,,,,,,
Yeni tikili,1 / 5,70 m²,2,yoxdur,56 500AZN,vasitəçi (agent),2296,11 Avqust 2019,"Abşeron r.
"," Masazır q.
",,,,,,,,
Yeni tikili,12 / 18,85 m²,3,yoxdur,127 000AZN,mülkiyyətçi,1305,11 Avqust 2019,"20 Yanvar m.
",,,,,,,,,
Yeni tikili,15 / 18,28 m²,1,var,58 000AZN,vasitəçi (agent),248,10 Avqust 2019,"20 Yanvar m.
"," Yasamal r.
",,,,,,,,
Köhnə tikili,6 / 9,80 m²,3,var,95 000AZN,vasitəçi (agent),146,10 Avqust 2019,"Həzi Aslanov m.
"," Ukrayna dairəsi 
"," Xətai r.
",,,,,,,
